Number of all enter event candidates: 8173
candidates per time window:
tw 0: 4, average value: 4.5
tw 196: 4, average value: 6.25
tw 197: 3, average value: 9.666666666666666
tw 198: 4, average value: 8.25
tw 199: 3, average value: 5.0
tw 200: 1, average value: 6.0
tw 201: 1, average value: 4.0
tw 202: 3, average value: 5.0
tw 203: 5, average value: 5.0
tw 204: 4, average value: 6.25
tw 205: 4, average value: 5.5
tw 206: 3, average value: 7.666666666666667
tw 207: 1, average value: 3.0
tw 208: 1, average value: 8.0
tw 209: 4, average value: 6.25
tw 210: 3, average value: 7.666666666666667
tw 211: 5, average value: 5.8
tw 212: 3, average value: 6.0
tw 213: 3, average value: 6.333333333333333
tw 214: 3, average value: 4.0
tw 215: 1, average value: 3.0
tw 216: 3, average value: 8.333333333333334
tw 217: 4, average value: 8.5
tw 218: 5, average value: 5.8
tw 219: 4, average value: 6.0
tw 220: 4, average value: 6.0
tw 221: 3, average value: 4.333333333333333
tw 222: 1, average value: 4.0
tw 223: 3, average value: 4.333333333333333
tw 224: 3, average value: 6.0
tw 225: 3, average value: 7.666666666666667
tw 226: 4, average value: 7.0
tw 227: 3, average value: 8.0
tw 228: 2, average value: 4.0
tw 229: 2, average value: 5.0
tw 230: 4, average value: 6.25
tw 231: 4, average value: 6.25
tw 232: 4, average value: 7.75
tw 233: 4, average value: 5.75
tw 234: 3, average value: 6.0
tw 235: 1, average value: 6.0
tw 236: 1, average value: 5.0
tw 237: 4, average value: 5.25
tw 238: 4, average value: 7.25
tw 239: 3, average value: 5.0
tw 240: 4, average value: 5.75
tw 241: 3, average value: 5.333333333333333
tw 242: 2, average value: 6.5
tw 243: 0, average value: 0
tw 244: 3, average value: 5.666666666666667
tw 245: 4, average value: 6.5
tw 246: 4, average value: 6.5
tw 247: 4, average value: 7.0
tw 248: 3, average value: 6.333333333333333
tw 249: 1, average value: 6.0
tw 250: 1, average value: 4.0
tw 251: 4, average value: 4.75
tw 252: 4, average value: 6.25
tw 253: 4, average value: 6.5
tw 254: 4, average value: 5.25
tw 255: 3, average value: 6.666666666666667
tw 256: 2, average value: 6.0
tw 257: 0, average value: 0
tw 258: 4, average value: 5.5
tw 259: 4, average value: 7.5
tw 260: 4, average value: 4.75
tw 261: 3, average value: 7.666666666666667
tw 262: 3, average value: 5.666666666666667
tw 263: 1, average value: 5.0
tw 264: 1, average value: 5.0
tw 265: 4, average value: 5.75
tw 266: 5, average value: 6.8
tw 267: 4, average value: 5.75
tw 268: 3, average value: 6.0
tw 269: 3, average value: 7.666666666666667
tw 270: 1, average value: 5.0
tw 271: 0, average value: 0
tw 272: 3, average value: 7.666666666666667
tw 273: 3, average value: 8.666666666666666
tw 274: 4, average value: 6.25
tw 275: 4, average value: 6.75
tw 276: 3, average value: 6.0
tw 277: 3, average value: 4.333333333333333
tw 278: 1, average value: 4.0
tw 279: 5, average value: 5.2
tw 280: 5, average value: 6.8
tw 281: 4, average value: 5.0
tw 282: 4, average value: 6.75
tw 283: 3, average value: 5.333333333333333
tw 284: 2, average value: 6.5
tw 285: 1, average value: 3.0
tw 286: 4, average value: 4.25
tw 287: 4, average value: 7.75
tw 288: 5, average value: 5.0
tw 289: 3, average value: 5.666666666666667
tw 290: 2, average value: 7.0
tw 291: 1, average value: 3.0
tw 292: 1, average value: 6.0
tw 293: 4, average value: 6.0
tw 294: 3, average value: 4.666666666666667
tw 295: 4, average value: 7.0
tw 296: 5, average value: 6.4
tw 297: 2, average value: 5.5
tw 298: 1, average value: 4.0
tw 299: 2, average value: 5.5
tw 300: 4, average value: 5.0
tw 301: 5, average value: 6.6
tw 302: 4, average value: 4.75
tw 303: 4, average value: 5.25
tw 304: 3, average value: 6.666666666666667
tw 305: 0, average value: 0
tw 306: 0, average value: 0
tw 307: 4, average value: 6.0
tw 308: 3, average value: 6.666666666666667
tw 309: 3, average value: 9.666666666666666
tw 310: 4, average value: 5.25
tw 311: 3, average value: 6.333333333333333
tw 312: 0, average value: 0
tw 313: 1, average value: 3.0
tw 314: 3, average value: 5.666666666666667
tw 315: 4, average value: 6.5
tw 316: 3, average value: 8.0
tw 317: 4, average value: 6.25
tw 318: 4, average value: 3.5
tw 319: 1, average value: 4.0
tw 320: 1, average value: 5.0
tw 321: 4, average value: 7.0
tw 322: 4, average value: 6.0
tw 323: 5, average value: 6.8
tw 324: 5, average value: 6.6
tw 325: 3, average value: 7.0
tw 326: 2, average value: 7.0
tw 327: 1, average value: 4.0
tw 328: 3, average value: 5.333333333333333
tw 329: 3, average value: 5.666666666666667
tw 330: 4, average value: 5.5
tw 331: 4, average value: 7.75
tw 332: 4, average value: 4.75
tw 333: 1, average value: 4.0
tw 334: 1, average value: 7.0
tw 335: 4, average value: 5.5
tw 336: 3, average value: 5.333333333333333
tw 337: 4, average value: 5.75
tw 338: 4, average value: 7.5
tw 339: 4, average value: 7.0
tw 340: 0, average value: 0
tw 341: 0, average value: 0
tw 342: 5, average value: 6.2
tw 343: 3, average value: 6.0
tw 344: 3, average value: 6.666666666666667
tw 345: 4, average value: 7.25
tw 346: 3, average value: 5.666666666666667
tw 347: 0, average value: 0
tw 348: 1, average value: 3.0
tw 349: 5, average value: 5.4
tw 350: 4, average value: 5.25
tw 351: 4, average value: 6.5
tw 352: 4, average value: 5.25
tw 353: 3, average value: 5.666666666666667
tw 354: 0, average value: 0
tw 355: 1, average value: 5.0
tw 356: 3, average value: 4.666666666666667
tw 357: 3, average value: 4.0
tw 358: 1, average value: 7.0
tw 359: 3, average value: 3.3333333333333335
tw 360: 1, average value: 6.0
tw 361: 0, average value: 0
tw 362: 1, average value: 4.0
tw 363: 2, average value: 4.0
tw 364: 3, average value: 4.333333333333333
tw 365: 1, average value: 3.0
tw 366: 1, average value: 5.0
tw 367: 0, average value: 0
tw 368: 0, average value: 0
tw 369: 2, average value: 6.0
tw 370: 1, average value: 5.0
tw 371: 2, average value: 4.0
tw 372: 1, average value: 7.0
tw 373: 1, average value: 4.0
tw 374: 1, average value: 4.0
tw 375: 0, average value: 0
tw 376: 0, average value: 0
tw 377: 0, average value: 0
tw 378: 0, average value: 0
tw 379: 0, average value: 0
tw 380: 0, average value: 0
tw 381: 0, average value: 0
tw 382: 0, average value: 0
tw 383: 0, average value: 0
tw 384: 1, average value: 3.0
tw 385: 0, average value: 0
tw 386: 0, average value: 0
tw 387: 0, average value: 0
tw 388: 0, average value: 0
tw 389: 1, average value: 3.0
tw 390: 0, average value: 0
tw 391: 0, average value: 0
tw 392: 0, average value: 0
tw 393: 0, average value: 0
tw 394: 1, average value: 6.0
tw 395: 0, average value: 0
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 0, average value: 0
tw 399: 1, average value: 5.0
tw 400: 0, average value: 0
tw 401: 0, average value: 0
tw 402: 0, average value: 0
tw 403: 0, average value: 0
tw 404: 0, average value: 0
tw 405: 0, average value: 0
tw 406: 0, average value: 0
tw 407: 0, average value: 0
tw 408: 0, average value: 0
tw 409: 1, average value: 3.0
tw 410: 0, average value: 0
tw 411: 0, average value: 0
tw 412: 0, average value: 0
tw 413: 0, average value: 0
tw 414: 1, average value: 4.0
tw 415: 0, average value: 0
tw 416: 0, average value: 0
tw 417: 0, average value: 0
tw 418: 0, average value: 0
tw 419: 0, average value: 0
tw 420: 0, average value: 0
tw 421: 0, average value: 0
tw 422: 0, average value: 0
tw 423: 0, average value: 0
tw 424: 0, average value: 0
tw 425: 0, average value: 0
tw 426: 0, average value: 0
tw 427: 0, average value: 0
tw 428: 0, average value: 0

Number of all syn event candidates: 933
candidates per time window:
tw 0: 0, average value: 0
tw 1: 0, average value: 0
tw 2: 0, average value: 0
tw 3: 1, average value: 1
tw 4: 1, average value: 1
tw 5: 0, average value: 0
tw 6: 0, average value: 0
tw 7: 2, average value: 1
tw 8: 0, average value: 0
tw 9: 2, average value: 1
tw 10: 2, average value: 1
tw 11: 1, average value: 1
tw 12: 0, average value: 0
tw 13: 1, average value: 1
tw 14: 2, average value: 2
tw 15: 2, average value: 2
tw 16: 2, average value: 1
tw 17: 2, average value: 2
tw 18: 1, average value: 1
tw 19: 1, average value: 1
tw 20: 1, average value: 1
tw 21: 3, average value: 1
tw 22: 1, average value: 2
tw 23: 3, average value: 2
tw 24: 3, average value: 2
tw 25: 1, average value: 1
tw 26: 0, average value: 0
tw 27: 3, average value: 1
tw 28: 3, average value: 1
tw 29: 3, average value: 1
tw 30: 2, average value: 4
tw 31: 2, average value: 4
tw 32: 1, average value: 2
tw 33: 0, average value: 0
tw 34: 2, average value: 2
tw 35: 2, average value: 2
tw 36: 4, average value: 3
tw 37: 2, average value: 6
tw 38: 2, average value: 4
tw 39: 2, average value: 3
tw 40: 0, average value: 0
tw 41: 2, average value: 2
tw 42: 4, average value: 4
tw 43: 2, average value: 4
tw 44: 3, average value: 3
tw 45: 2, average value: 3
tw 46: 2, average value: 1
tw 47: 0, average value: 0
tw 48: 3, average value: 2
tw 49: 4, average value: 6
tw 50: 3, average value: 3
tw 51: 1, average value: 3
tw 52: 3, average value: 4
tw 53: 1, average value: 1
tw 54: 2, average value: 1
tw 55: 3, average value: 1
tw 56: 5, average value: 3
tw 57: 4, average value: 4
tw 58: 3, average value: 1
tw 59: 1, average value: 2
tw 60: 2, average value: 1
tw 61: 0, average value: 0
tw 62: 3, average value: 2
tw 63: 4, average value: 5
tw 64: 3, average value: 2
tw 65: 3, average value: 1
tw 66: 3, average value: 3
tw 67: 1, average value: 4
tw 68: 1, average value: 3
tw 69: 4, average value: 1
tw 70: 4, average value: 4
tw 71: 4, average value: 3
tw 72: 2, average value: 4
tw 73: 2, average value: 6
tw 74: 1, average value: 1
tw 75: 1, average value: 1
tw 76: 3, average value: 2
tw 77: 5, average value: 3
tw 78: 3, average value: 4
tw 79: 3, average value: 3
tw 80: 3, average value: 1
tw 81: 2, average value: 3
tw 82: 1, average value: 1
tw 83: 5, average value: 2
tw 84: 4, average value: 5
tw 85: 3, average value: 2
tw 86: 3, average value: 2
tw 87: 3, average value: 2
tw 88: 2, average value: 2
tw 89: 1, average value: 1
tw 90: 3, average value: 3
tw 91: 4, average value: 4
tw 92: 3, average value: 2
tw 93: 4, average value: 2
tw 94: 2, average value: 1
tw 95: 1, average value: 2
tw 96: 1, average value: 4
tw 97: 4, average value: 2
tw 98: 3, average value: 4
tw 99: 4, average value: 3
tw 100: 3, average value: 2
tw 101: 2, average value: 5
tw 102: 2, average value: 2
tw 103: 0, average value: 0
tw 104: 4, average value: 2
tw 105: 4, average value: 5
tw 106: 5, average value: 2
tw 107: 2, average value: 2
tw 108: 4, average value: 2
tw 109: 4, average value: 1
tw 110: 0, average value: 0
tw 111: 4, average value: 3
tw 112: 5, average value: 3
tw 113: 4, average value: 4
tw 114: 2, average value: 5
tw 115: 3, average value: 2
tw 116: 2, average value: 3
tw 117: 1, average value: 1
tw 118: 5, average value: 2
tw 119: 4, average value: 2
tw 120: 4, average value: 4
tw 121: 3, average value: 3
tw 122: 3, average value: 3
tw 123: 1, average value: 1
tw 124: 2, average value: 1
tw 125: 4, average value: 2
tw 126: 5, average value: 2
tw 127: 4, average value: 3
tw 128: 4, average value: 5
tw 129: 4, average value: 3
tw 130: 2, average value: 2
tw 131: 1, average value: 1
tw 132: 4, average value: 2
tw 133: 5, average value: 4
tw 134: 4, average value: 3
tw 135: 3, average value: 2
tw 136: 2, average value: 3
tw 137: 2, average value: 3
tw 138: 1, average value: 2
tw 139: 4, average value: 1
tw 140: 4, average value: 3
tw 141: 4, average value: 3
tw 142: 4, average value: 3
tw 143: 4, average value: 2
tw 144: 4, average value: 1
tw 145: 0, average value: 0
tw 146: 3, average value: 2
tw 147: 4, average value: 3
tw 148: 5, average value: 2
tw 149: 4, average value: 2
tw 150: 3, average value: 4
tw 151: 2, average value: 4
tw 152: 1, average value: 1
tw 153: 4, average value: 4
tw 154: 6, average value: 4
tw 155: 4, average value: 2
tw 156: 2, average value: 7
tw 157: 2, average value: 8
tw 158: 1, average value: 4
tw 159: 1, average value: 3
tw 160: 4, average value: 2
tw 161: 4, average value: 4
tw 162: 4, average value: 2
tw 163: 2, average value: 6
tw 164: 3, average value: 1
tw 165: 2, average value: 1
tw 166: 0, average value: 0
tw 167: 4, average value: 1
tw 168: 4, average value: 4
tw 169: 4, average value: 2
tw 170: 2, average value: 2
tw 171: 1, average value: 5
tw 172: 2, average value: 1
tw 173: 1, average value: 2
tw 174: 4, average value: 1
tw 175: 3, average value: 3
tw 176: 2, average value: 6
tw 177: 3, average value: 3
tw 178: 2, average value: 5
tw 179: 3, average value: 1
tw 180: 1, average value: 2
tw 181: 4, average value: 2
tw 182: 5, average value: 3
tw 183: 2, average value: 4
tw 184: 3, average value: 1
tw 185: 2, average value: 3
tw 186: 1, average value: 3
tw 187: 1, average value: 5
tw 188: 2, average value: 3
tw 189: 4, average value: 4
tw 190: 2, average value: 4
tw 191: 3, average value: 2
tw 192: 3, average value: 2
tw 193: 2, average value: 2
tw 194: 0, average value: 0
tw 195: 5, average value: 2
tw 196: 4, average value: 5
tw 197: 4, average value: 3
tw 198: 4, average value: 3
tw 199: 3, average value: 2
tw 200: 1, average value: 1
tw 201: 1, average value: 3
tw 202: 4, average value: 2
tw 203: 3, average value: 4
tw 204: 3, average value: 4
tw 205: 3, average value: 3
tw 206: 1, average value: 5
tw 207: 1, average value: 1
tw 208: 1, average value: 4
tw 209: 4, average value: 2
tw 210: 2, average value: 3
tw 211: 4, average value: 3
tw 212: 3, average value: 3
tw 213: 2, average value: 2
tw 214: 1, average value: 1
tw 215: 1, average value: 1
tw 216: 3, average value: 2
tw 217: 5, average value: 3
tw 218: 2, average value: 4
tw 219: 3, average value: 2
tw 220: 2, average value: 5
tw 221: 1, average value: 1
tw 222: 1, average value: 1
tw 223: 4, average value: 1
tw 224: 4, average value: 3
tw 225: 4, average value: 1
tw 226: 3, average value: 3
tw 227: 2, average value: 4
tw 228: 1, average value: 2
tw 229: 1, average value: 2
tw 230: 4, average value: 2
tw 231: 5, average value: 2
tw 232: 3, average value: 4
tw 233: 3, average value: 1
tw 234: 2, average value: 2
tw 235: 1, average value: 1
tw 236: 1, average value: 2
tw 237: 4, average value: 3
tw 238: 4, average value: 3
tw 239: 3, average value: 3
tw 240: 4, average value: 3
tw 241: 2, average value: 3
tw 242: 2, average value: 1
tw 243: 1, average value: 2
tw 244: 4, average value: 2
tw 245: 4, average value: 2
tw 246: 4, average value: 2
tw 247: 3, average value: 2
tw 248: 2, average value: 3
tw 249: 1, average value: 1
tw 250: 1, average value: 2
tw 251: 4, average value: 3
tw 252: 4, average value: 3
tw 253: 3, average value: 2
tw 254: 2, average value: 5
tw 255: 2, average value: 5
tw 256: 2, average value: 2
tw 257: 0, average value: 0
tw 258: 3, average value: 3
tw 259: 5, average value: 2
tw 260: 3, average value: 2
tw 261: 1, average value: 3
tw 262: 1, average value: 2
tw 263: 0, average value: 0
tw 264: 0, average value: 0
tw 265: 4, average value: 4
tw 266: 4, average value: 4
tw 267: 4, average value: 2
tw 268: 2, average value: 3
tw 269: 2, average value: 2
tw 270: 0, average value: 0
tw 271: 0, average value: 0
tw 272: 3, average value: 3
tw 273: 4, average value: 5
tw 274: 3, average value: 3
tw 275: 2, average value: 2
tw 276: 1, average value: 4
tw 277: 0, average value: 0
tw 278: 1, average value: 2
tw 279: 5, average value: 3
tw 280: 4, average value: 4
tw 281: 3, average value: 1
tw 282: 2, average value: 6
tw 283: 1, average value: 3
tw 284: 2, average value: 1
tw 285: 1, average value: 2
tw 286: 4, average value: 3
tw 287: 4, average value: 6
tw 288: 4, average value: 2
tw 289: 2, average value: 4
tw 290: 2, average value: 4
tw 291: 0, average value: 0
tw 292: 1, average value: 4
tw 293: 4, average value: 2
tw 294: 3, average value: 3
tw 295: 4, average value: 3
tw 296: 3, average value: 4
tw 297: 2, average value: 3
tw 298: 1, average value: 2
tw 299: 2, average value: 1
tw 300: 5, average value: 2
tw 301: 4, average value: 3
tw 302: 3, average value: 3
tw 303: 3, average value: 5
tw 304: 1, average value: 6
tw 305: 0, average value: 0
tw 306: 0, average value: 0
tw 307: 4, average value: 3
tw 308: 3, average value: 2
tw 309: 2, average value: 5
tw 310: 4, average value: 1
tw 311: 3, average value: 1
tw 312: 0, average value: 0
tw 313: 1, average value: 3
tw 314: 4, average value: 3
tw 315: 4, average value: 4
tw 316: 4, average value: 4
tw 317: 3, average value: 2
tw 318: 2, average value: 3
tw 319: 0, average value: 0
tw 320: 1, average value: 3
tw 321: 4, average value: 2
tw 322: 4, average value: 1
tw 323: 3, average value: 2
tw 324: 3, average value: 2
tw 325: 2, average value: 3
tw 326: 2, average value: 1
tw 327: 1, average value: 3
tw 328: 3, average value: 3
tw 329: 4, average value: 4
tw 330: 4, average value: 4
tw 331: 3, average value: 3
tw 332: 3, average value: 1
tw 333: 1, average value: 1
tw 334: 1, average value: 1
tw 335: 5, average value: 3
tw 336: 4, average value: 2
tw 337: 3, average value: 3
tw 338: 4, average value: 4
tw 339: 3, average value: 2
tw 340: 0, average value: 0
tw 341: 0, average value: 0
tw 342: 6, average value: 2
tw 343: 2, average value: 5
tw 344: 3, average value: 1
tw 345: 3, average value: 4
tw 346: 2, average value: 4
tw 347: 0, average value: 0
tw 348: 1, average value: 1
tw 349: 5, average value: 2
tw 350: 3, average value: 4
tw 351: 3, average value: 3
tw 352: 3, average value: 2
tw 353: 2, average value: 2
tw 354: 0, average value: 0
tw 355: 1, average value: 4
tw 356: 3, average value: 2
tw 357: 4, average value: 2
tw 358: 1, average value: 4
tw 359: 3, average value: 2
tw 360: 1, average value: 4
tw 361: 0, average value: 0
tw 362: 1, average value: 2
tw 363: 2, average value: 2
tw 364: 3, average value: 2
tw 365: 1, average value: 3
tw 366: 2, average value: 3
tw 367: 1, average value: 1
tw 368: 0, average value: 0
tw 369: 2, average value: 3
tw 370: 1, average value: 3
tw 371: 2, average value: 2
tw 372: 1, average value: 3
tw 373: 1, average value: 4
tw 374: 1, average value: 1
tw 375: 0, average value: 0
tw 376: 0, average value: 0
tw 377: 0, average value: 0
tw 378: 0, average value: 0
tw 379: 2, average value: 1
tw 380: 0, average value: 0
tw 381: 0, average value: 0
tw 382: 0, average value: 0
tw 383: 0, average value: 0
tw 384: 1, average value: 1
tw 385: 0, average value: 0
tw 386: 0, average value: 0
tw 387: 0, average value: 0
tw 388: 0, average value: 0
tw 389: 1, average value: 1
tw 390: 0, average value: 0
tw 391: 0, average value: 0
tw 392: 0, average value: 0
tw 393: 1, average value: 1
tw 394: 1, average value: 1
tw 395: 0, average value: 0
tw 396: 0, average value: 0
tw 397: 0, average value: 0
tw 398: 0, average value: 0
tw 399: 1, average value: 1
tw 400: 0, average value: 0
tw 401: 0, average value: 0
tw 402: 0, average value: 0
tw 403: 0, average value: 0
tw 404: 0, average value: 0
tw 405: 0, average value: 0
tw 406: 0, average value: 0
tw 407: 0, average value: 0
tw 408: 0, average value: 0
tw 409: 1, average value: 1
tw 410: 0, average value: 0
tw 411: 0, average value: 0
tw 412: 0, average value: 0
tw 413: 0, average value: 0
tw 414: 1, average value: 1
tw 415: 0, average value: 0
tw 416: 0, average value: 0
tw 417: 0, average value: 0
tw 418: 0, average value: 0
tw 419: 0, average value: 0
tw 420: 0, average value: 0
tw 421: 0, average value: 0
tw 422: 0, average value: 0
tw 423: 0, average value: 0
tw 424: 0, average value: 0
tw 425: 0, average value: 0
tw 426: 0, average value: 0
tw 427: 0, average value: 0
tw 428: 0, average value: 0

Total number of event candidates: 33753
