Number of all enter event candidates: 8891
candidates per time window:
tw 0: 1, average value: 5.0
tw 34: 3, average value: 3.3333333333333335
tw 35: 2, average value: 3.5
tw 36: 4, average value: 3.5
tw 37: 1, average value: 3.0
tw 38: 4, average value: 3.25
tw 39: 4, average value: 3.75
tw 40: 4, average value: 3.25
tw 41: 5, average value: 3.6
tw 42: 4, average value: 2.5
tw 43: 3, average value: 5.333333333333333
tw 44: 3, average value: 3.3333333333333335
tw 45: 3, average value: 4.0
tw 46: 3, average value: 4.666666666666667
tw 47: 5, average value: 3.6
tw 48: 4, average value: 3.5
tw 49: 3, average value: 2.3333333333333335
tw 50: 2, average value: 2.0
tw 51: 3, average value: 2.6666666666666665
tw 52: 4, average value: 2.5
tw 53: 5, average value: 2.8
tw 54: 1, average value: 4.0
tw 55: 1, average value: 2.0
tw 56: 2, average value: 3.0
tw 57: 3, average value: 3.6666666666666665
tw 58: 2, average value: 2.5
tw 59: 3, average value: 3.3333333333333335
tw 60: 3, average value: 2.3333333333333335
tw 61: 4, average value: 4.25
tw 62: 3, average value: 2.0
tw 63: 4, average value: 3.0
tw 64: 4, average value: 2.5
tw 65: 4, average value: 2.5
tw 66: 5, average value: 2.6
tw 67: 3, average value: 4.333333333333333
tw 68: 4, average value: 4.5
tw 69: 4, average value: 3.5
tw 70: 1, average value: 4.0
tw 71: 2, average value: 4.0
tw 72: 2, average value: 2.0
tw 73: 2, average value: 2.0
tw 74: 3, average value: 3.3333333333333335
tw 75: 2, average value: 2.5
tw 76: 1, average value: 2.0
tw 77: 0, average value: 0
tw 78: 1, average value: 3.0
tw 79: 1, average value: 2.0
tw 80: 3, average value: 3.6666666666666665
tw 81: 4, average value: 3.5
tw 82: 4, average value: 4.5
tw 83: 3, average value: 2.3333333333333335
tw 84: 3, average value: 2.0
tw 85: 3, average value: 3.6666666666666665
tw 86: 2, average value: 3.0
tw 87: 3, average value: 2.0
tw 88: 5, average value: 3.6
tw 89: 4, average value: 4.25
tw 90: 4, average value: 4.25
tw 91: 4, average value: 2.25
tw 92: 1, average value: 2.0
tw 93: 3, average value: 3.0
tw 94: 2, average value: 3.0
tw 95: 3, average value: 3.0
tw 96: 3, average value: 4.333333333333333
tw 97: 4, average value: 3.5
tw 98: 2, average value: 3.5
tw 99: 2, average value: 2.0
tw 100: 1, average value: 3.0
tw 101: 3, average value: 3.3333333333333335
tw 102: 3, average value: 2.3333333333333335
tw 103: 2, average value: 5.0
tw 104: 2, average value: 2.5
tw 105: 2, average value: 3.5
tw 106: 1, average value: 3.0
tw 107: 1, average value: 2.0
tw 108: 3, average value: 4.0
tw 109: 3, average value: 5.0
tw 110: 4, average value: 3.0
tw 111: 3, average value: 4.333333333333333
tw 112: 2, average value: 7.5
tw 113: 3, average value: 6.333333333333333
tw 114: 4, average value: 6.25
tw 115: 4, average value: 4.75
tw 116: 5, average value: 6.4
tw 117: 5, average value: 5.4
tw 118: 2, average value: 3.0
tw 119: 4, average value: 4.25
tw 120: 3, average value: 2.3333333333333335
tw 121: 5, average value: 3.4
tw 122: 4, average value: 4.5
tw 123: 1, average value: 3.0
tw 124: 4, average value: 3.25
tw 125: 4, average value: 3.25
tw 126: 4, average value: 3.5
tw 127: 2, average value: 5.0
tw 128: 3, average value: 2.6666666666666665
tw 129: 2, average value: 4.5
tw 130: 2, average value: 2.0
tw 131: 3, average value: 3.6666666666666665
tw 132: 3, average value: 2.3333333333333335
tw 133: 2, average value: 2.5
tw 134: 2, average value: 3.0
tw 135: 3, average value: 3.6666666666666665
tw 136: 2, average value: 3.0
tw 137: 3, average value: 3.3333333333333335
tw 138: 4, average value: 2.75
tw 139: 5, average value: 3.4
tw 140: 3, average value: 2.6666666666666665
tw 141: 2, average value: 3.0
tw 142: 4, average value: 3.75
tw 143: 4, average value: 4.0
tw 144: 2, average value: 5.0
tw 145: 3, average value: 3.0
tw 146: 3, average value: 3.3333333333333335
tw 147: 3, average value: 3.0
tw 148: 2, average value: 4.0
tw 149: 2, average value: 3.5
tw 150: 3, average value: 3.0
tw 151: 4, average value: 3.0
tw 152: 3, average value: 3.0
tw 153: 3, average value: 4.333333333333333
tw 154: 3, average value: 2.6666666666666665
tw 155: 3, average value: 3.0
tw 156: 1, average value: 2.0
tw 157: 4, average value: 2.0
tw 158: 3, average value: 3.6666666666666665
tw 159: 5, average value: 5.0
tw 160: 3, average value: 2.6666666666666665
tw 161: 3, average value: 3.0
tw 162: 1, average value: 7.0
tw 163: 3, average value: 4.0
tw 164: 4, average value: 4.0
tw 165: 3, average value: 2.6666666666666665
tw 166: 5, average value: 4.0
tw 167: 5, average value: 3.6
tw 168: 4, average value: 4.5
tw 169: 3, average value: 2.6666666666666665
tw 170: 4, average value: 4.0
tw 171: 2, average value: 6.0
tw 172: 5, average value: 3.6
tw 173: 3, average value: 4.666666666666667
tw 174: 3, average value: 6.333333333333333
tw 175: 4, average value: 2.75
tw 176: 2, average value: 3.5
tw 177: 3, average value: 3.6666666666666665
tw 178: 4, average value: 3.0
tw 179: 5, average value: 2.8
tw 180: 1, average value: 4.0
tw 181: 3, average value: 4.666666666666667
tw 182: 3, average value: 2.6666666666666665
tw 183: 2, average value: 4.5
tw 184: 1, average value: 2.0
tw 185: 4, average value: 3.5
tw 186: 3, average value: 3.3333333333333335
tw 187: 4, average value: 3.25
tw 188: 3, average value: 3.0
tw 189: 3, average value: 3.3333333333333335
tw 190: 3, average value: 3.0
tw 191: 4, average value: 3.5
tw 192: 2, average value: 3.5
tw 193: 3, average value: 3.6666666666666665
tw 194: 4, average value: 2.25
tw 195: 3, average value: 3.6666666666666665
tw 196: 2, average value: 3.0
tw 197: 1, average value: 3.0
tw 198: 2, average value: 3.5
tw 199: 4, average value: 3.25
tw 200: 3, average value: 2.6666666666666665
tw 201: 4, average value: 3.5
tw 202: 3, average value: 4.333333333333333
tw 203: 3, average value: 2.0
tw 204: 1, average value: 2.0
tw 205: 4, average value: 2.75
tw 206: 4, average value: 3.0
tw 207: 2, average value: 5.5
tw 208: 2, average value: 4.0
tw 209: 2, average value: 3.5
tw 210: 4, average value: 2.25
tw 211: 2, average value: 3.5
tw 212: 2, average value: 2.5
tw 213: 3, average value: 3.3333333333333335
tw 214: 2, average value: 2.0
tw 215: 1, average value: 2.0
tw 216: 4, average value: 4.0
tw 217: 2, average value: 2.5
tw 218: 2, average value: 2.0
tw 219: 1, average value: 5.0
tw 220: 2, average value: 2.0
tw 221: 3, average value: 3.3333333333333335
tw 222: 4, average value: 3.25
tw 223: 2, average value: 2.5
tw 224: 2, average value: 3.5
tw 225: 2, average value: 3.5
tw 226: 0, average value: 0
tw 227: 4, average value: 2.25
tw 228: 0, average value: 0
tw 229: 1, average value: 2.0
tw 230: 1, average value: 2.0
tw 231: 4, average value: 2.5
tw 232: 1, average value: 4.0
tw 233: 1, average value: 2.0
tw 234: 1, average value: 3.0
tw 235: 0, average value: 0
tw 236: 1, average value: 2.0
tw 237: 4, average value: 4.0
tw 238: 3, average value: 4.333333333333333
tw 239: 1, average value: 2.0
tw 240: 1, average value: 2.0
tw 241: 2, average value: 2.5
tw 242: 2, average value: 2.5
tw 243: 1, average value: 2.0
tw 244: 2, average value: 2.0
tw 245: 1, average value: 3.0
tw 246: 1, average value: 3.0
tw 247: 2, average value: 2.5
tw 248: 3, average value: 4.0
tw 249: 2, average value: 3.5
tw 250: 2, average value: 4.0
tw 251: 3, average value: 3.0
tw 252: 2, average value: 2.0
tw 253: 1, average value: 2.0
tw 254: 2, average value: 4.0
tw 255: 4, average value: 2.75
tw 256: 1, average value: 3.0
tw 257: 2, average value: 4.0
tw 258: 1, average value: 7.0
tw 259: 2, average value: 3.0
tw 260: 0, average value: 0
tw 261: 1, average value: 3.0
tw 262: 1, average value: 2.0
tw 263: 1, average value: 3.0
tw 264: 1, average value: 4.0
tw 265: 2, average value: 2.0
tw 266: 3, average value: 2.3333333333333335
tw 267: 1, average value: 2.0
tw 268: 4, average value: 2.5
tw 269: 1, average value: 2.0
tw 270: 3, average value: 2.3333333333333335
tw 271: 1, average value: 6.0
tw 272: 3, average value: 2.0
tw 273: 4, average value: 2.0
tw 274: 1, average value: 3.0
tw 275: 2, average value: 2.5
tw 276: 3, average value: 2.3333333333333335
tw 277: 3, average value: 2.6666666666666665
tw 278: 1, average value: 2.0
tw 279: 2, average value: 2.5
tw 280: 3, average value: 2.6666666666666665
tw 281: 1, average value: 2.0
tw 282: 3, average value: 2.3333333333333335
tw 283: 4, average value: 4.5
tw 284: 3, average value: 4.666666666666667
tw 285: 4, average value: 3.75
tw 286: 4, average value: 4.75
tw 287: 2, average value: 3.5
tw 288: 2, average value: 3.0
tw 289: 3, average value: 2.6666666666666665
tw 290: 3, average value: 3.3333333333333335
tw 291: 3, average value: 2.0
tw 292: 2, average value: 2.5
tw 293: 3, average value: 2.6666666666666665
tw 294: 2, average value: 4.5
tw 295: 2, average value: 3.5
tw 296: 1, average value: 3.0
tw 297: 3, average value: 4.0
tw 298: 1, average value: 2.0
tw 299: 2, average value: 3.0
tw 300: 3, average value: 3.0
tw 301: 1, average value: 2.0
tw 302: 2, average value: 2.5
tw 303: 1, average value: 3.0
tw 304: 1, average value: 3.0
tw 305: 2, average value: 2.5
tw 306: 1, average value: 3.0
tw 307: 1, average value: 5.0
tw 308: 2, average value: 2.5
tw 309: 0, average value: 0
tw 310: 3, average value: 3.3333333333333335
tw 311: 2, average value: 4.5
tw 312: 3, average value: 3.0
tw 313: 2, average value: 3.5
tw 314: 3, average value: 3.6666666666666665
tw 315: 3, average value: 3.0
tw 316: 1, average value: 3.0
tw 317: 4, average value: 2.25
tw 318: 3, average value: 3.3333333333333335
tw 319: 4, average value: 3.5
tw 320: 3, average value: 4.0
tw 321: 4, average value: 4.75
tw 322: 3, average value: 4.333333333333333
tw 323: 2, average value: 4.5
tw 324: 4, average value: 5.5
tw 325: 3, average value: 4.666666666666667
tw 326: 3, average value: 5.666666666666667
tw 327: 2, average value: 3.0
tw 328: 4, average value: 3.5
tw 329: 1, average value: 2.0
tw 330: 1, average value: 3.0
tw 331: 2, average value: 2.5
tw 332: 3, average value: 4.0
tw 333: 4, average value: 3.25
tw 334: 3, average value: 2.3333333333333335
tw 335: 4, average value: 2.75
tw 336: 2, average value: 4.0
tw 337: 1, average value: 2.0
tw 338: 5, average value: 3.0
tw 339: 3, average value: 3.3333333333333335
tw 340: 3, average value: 3.0
tw 341: 3, average value: 4.666666666666667
tw 342: 4, average value: 5.5
tw 343: 4, average value: 3.5
tw 344: 2, average value: 4.5
tw 345: 4, average value: 3.5
tw 346: 5, average value: 4.8
tw 347: 3, average value: 4.666666666666667
tw 348: 4, average value: 3.5
tw 349: 2, average value: 3.0
tw 350: 3, average value: 2.0
tw 351: 1, average value: 2.0
tw 352: 4, average value: 2.75
tw 353: 4, average value: 3.25
tw 354: 4, average value: 2.5
tw 355: 2, average value: 3.5
tw 356: 3, average value: 2.6666666666666665
tw 357: 3, average value: 4.666666666666667
tw 358: 1, average value: 3.0
tw 359: 5, average value: 3.0
tw 360: 3, average value: 4.333333333333333
tw 361: 2, average value: 2.5
tw 362: 2, average value: 3.5
tw 363: 4, average value: 4.75
tw 364: 3, average value: 3.0
tw 365: 1, average value: 5.0
tw 366: 4, average value: 2.5
tw 367: 3, average value: 3.0
tw 368: 3, average value: 3.0
tw 369: 3, average value: 2.6666666666666665
tw 370: 3, average value: 5.0
tw 371: 3, average value: 3.3333333333333335
tw 372: 1, average value: 2.0
tw 373: 3, average value: 2.3333333333333335
tw 374: 3, average value: 4.666666666666667
tw 375: 2, average value: 8.0
tw 376: 3, average value: 6.666666666666667
tw 377: 4, average value: 5.0
tw 378: 4, average value: 3.5
tw 379: 2, average value: 3.0
tw 380: 0, average value: 0
tw 381: 4, average value: 3.25
tw 382: 5, average value: 3.8
tw 383: 2, average value: 2.5
tw 384: 2, average value: 2.5
tw 385: 3, average value: 2.0
tw 386: 2, average value: 2.0
tw 387: 2, average value: 3.0
tw 388: 1, average value: 4.0
tw 389: 3, average value: 3.0
tw 390: 3, average value: 2.0
tw 391: 2, average value: 3.0
tw 392: 4, average value: 2.75
tw 393: 1, average value: 2.0
tw 394: 3, average value: 3.6666666666666665
tw 395: 1, average value: 2.0
tw 396: 0, average value: 0
tw 397: 1, average value: 2.0
tw 398: 2, average value: 3.0
tw 399: 2, average value: 2.0
tw 400: 1, average value: 3.0
tw 401: 1, average value: 3.0
tw 402: 4, average value: 3.25
tw 403: 4, average value: 2.75
tw 404: 5, average value: 3.8
tw 405: 5, average value: 3.6
tw 406: 3, average value: 3.6666666666666665
tw 407: 0, average value: 0
tw 408: 1, average value: 3.0
tw 409: 1, average value: 2.0
tw 410: 2, average value: 4.0
tw 411: 2, average value: 4.5
tw 412: 2, average value: 3.0
tw 413: 4, average value: 2.5
tw 414: 3, average value: 2.3333333333333335
tw 415: 4, average value: 4.5
tw 416: 4, average value: 3.25
tw 417: 4, average value: 5.25
tw 418: 5, average value: 4.0
tw 419: 3, average value: 4.0
tw 420: 1, average value: 2.0
tw 421: 2, average value: 4.0
tw 422: 4, average value: 3.5
tw 423: 4, average value: 3.25
tw 424: 4, average value: 3.75
tw 425: 2, average value: 2.0
tw 426: 3, average value: 4.0
tw 427: 2, average value: 4.0
tw 428: 2, average value: 2.5
tw 429: 4, average value: 3.25
tw 430: 4, average value: 4.5
tw 431: 2, average value: 2.0
tw 432: 4, average value: 2.75
tw 433: 4, average value: 3.25
tw 434: 3, average value: 3.6666666666666665
tw 435: 1, average value: 6.0
tw 436: 3, average value: 4.0
tw 437: 3, average value: 3.6666666666666665
tw 438: 4, average value: 3.0
tw 439: 3, average value: 3.3333333333333335
tw 440: 1, average value: 4.0
tw 441: 1, average value: 2.0
tw 442: 2, average value: 3.0
tw 443: 1, average value: 2.0
tw 444: 3, average value: 3.3333333333333335
tw 445: 2, average value: 3.0
tw 446: 2, average value: 2.5
tw 447: 2, average value: 2.0
tw 448: 2, average value: 2.0
tw 449: 1, average value: 2.0
tw 450: 3, average value: 2.3333333333333335
tw 451: 3, average value: 3.3333333333333335
tw 452: 4, average value: 3.5
tw 453: 4, average value: 3.75
tw 454: 4, average value: 3.5
tw 455: 4, average value: 4.25
tw 456: 3, average value: 2.6666666666666665
tw 457: 2, average value: 5.0
tw 458: 2, average value: 4.0
tw 459: 3, average value: 3.0
tw 460: 4, average value: 3.25
tw 461: 4, average value: 4.25
tw 462: 1, average value: 2.0
tw 463: 2, average value: 2.5
tw 464: 4, average value: 2.75
tw 465: 2, average value: 2.5
tw 466: 2, average value: 3.5
tw 467: 1, average value: 2.0
tw 468: 2, average value: 3.5
tw 469: 2, average value: 2.0
tw 470: 2, average value: 2.5
tw 471: 4, average value: 2.25
tw 472: 3, average value: 3.0
tw 473: 4, average value: 2.75
tw 474: 4, average value: 3.25
tw 475: 2, average value: 4.0
tw 476: 3, average value: 4.0
tw 477: 0, average value: 0
tw 478: 3, average value: 2.3333333333333335
tw 479: 3, average value: 2.0
tw 480: 2, average value: 2.5
tw 481: 3, average value: 3.0
tw 482: 4, average value: 2.25
tw 483: 4, average value: 2.5
tw 484: 0, average value: 0
tw 485: 2, average value: 5.0
tw 486: 3, average value: 3.6666666666666665
tw 487: 2, average value: 5.0
tw 488: 3, average value: 4.666666666666667
tw 489: 4, average value: 3.5
tw 490: 3, average value: 3.6666666666666665
tw 491: 1, average value: 2.0
tw 492: 3, average value: 4.0
tw 493: 4, average value: 3.25
tw 494: 3, average value: 4.333333333333333
tw 495: 2, average value: 3.0
tw 496: 2, average value: 3.5
tw 497: 2, average value: 3.5
tw 498: 1, average value: 2.0
tw 499: 2, average value: 2.5
tw 500: 3, average value: 2.6666666666666665
tw 501: 2, average value: 3.5
tw 502: 3, average value: 3.3333333333333335
tw 503: 1, average value: 3.0
tw 504: 3, average value: 3.3333333333333335
tw 505: 2, average value: 3.0
tw 506: 2, average value: 2.0
tw 507: 5, average value: 3.2
tw 508: 3, average value: 2.0
tw 509: 5, average value: 3.2
tw 510: 3, average value: 3.0
tw 511: 4, average value: 4.0
tw 512: 1, average value: 3.0
tw 513: 4, average value: 2.5
tw 514: 3, average value: 3.6666666666666665
tw 515: 4, average value: 2.5
tw 516: 4, average value: 3.0
tw 517: 4, average value: 3.25
tw 518: 4, average value: 3.0
tw 519: 1, average value: 2.0
tw 520: 4, average value: 3.5
tw 521: 3, average value: 3.0
tw 522: 4, average value: 3.75
tw 523: 4, average value: 3.25
tw 524: 4, average value: 3.0
tw 525: 2, average value: 4.0
tw 526: 3, average value: 3.3333333333333335
tw 527: 4, average value: 5.5
tw 528: 5, average value: 4.6
tw 529: 4, average value: 4.0
tw 530: 3, average value: 5.0
tw 531: 4, average value: 6.0
tw 532: 4, average value: 5.0
tw 533: 3, average value: 2.6666666666666665
tw 534: 4, average value: 5.0
tw 535: 2, average value: 5.5
tw 536: 4, average value: 4.5
tw 537: 5, average value: 4.2
tw 538: 4, average value: 4.25
tw 539: 3, average value: 4.0
tw 540: 1, average value: 6.0
tw 541: 3, average value: 4.333333333333333
tw 542: 5, average value: 5.2
tw 543: 3, average value: 3.3333333333333335
tw 544: 3, average value: 4.333333333333333
tw 545: 3, average value: 5.666666666666667
tw 546: 1, average value: 2.0
tw 547: 3, average value: 5.0
tw 548: 3, average value: 2.0
tw 549: 3, average value: 3.0
tw 550: 1, average value: 4.0
tw 551: 2, average value: 2.5
tw 552: 2, average value: 5.0
tw 553: 3, average value: 3.3333333333333335
tw 554: 2, average value: 2.5
tw 555: 4, average value: 2.75
tw 556: 2, average value: 3.0
tw 557: 2, average value: 2.0
tw 558: 3, average value: 2.6666666666666665
tw 559: 4, average value: 3.25
tw 560: 3, average value: 3.6666666666666665
tw 561: 2, average value: 2.5
tw 562: 4, average value: 4.75
tw 563: 1, average value: 3.0
tw 564: 1, average value: 5.0
tw 565: 3, average value: 2.6666666666666665
tw 566: 1, average value: 2.0
tw 567: 2, average value: 2.5
tw 568: 3, average value: 2.0
tw 569: 2, average value: 2.0
tw 570: 2, average value: 2.5
tw 571: 2, average value: 2.0
tw 572: 2, average value: 3.0
tw 573: 4, average value: 4.25
tw 574: 3, average value: 2.0
tw 575: 0, average value: 0
tw 576: 3, average value: 5.0
tw 577: 1, average value: 2.0
tw 578: 4, average value: 3.75
tw 579: 3, average value: 2.6666666666666665
tw 580: 4, average value: 3.5
tw 581: 2, average value: 2.5
tw 582: 1, average value: 2.0
tw 583: 2, average value: 3.0
tw 584: 2, average value: 3.5
tw 585: 4, average value: 2.75
tw 586: 3, average value: 3.3333333333333335
tw 587: 4, average value: 3.75
tw 588: 2, average value: 2.0
tw 589: 3, average value: 2.6666666666666665
tw 590: 3, average value: 2.3333333333333335
tw 591: 4, average value: 4.0
tw 592: 3, average value: 4.333333333333333
tw 593: 4, average value: 3.25
tw 594: 4, average value: 2.75
tw 595: 3, average value: 4.0
tw 596: 1, average value: 2.0
tw 597: 3, average value: 3.3333333333333335
tw 598: 3, average value: 4.333333333333333
tw 599: 4, average value: 4.25
tw 600: 3, average value: 3.3333333333333335
tw 601: 4, average value: 3.75
tw 602: 3, average value: 3.6666666666666665
tw 603: 0, average value: 0
tw 604: 4, average value: 4.25
tw 605: 4, average value: 4.75
tw 606: 4, average value: 2.5
tw 607: 2, average value: 5.0
tw 608: 4, average value: 2.75
tw 609: 3, average value: 3.3333333333333335
tw 610: 2, average value: 3.5
tw 611: 3, average value: 3.3333333333333335
tw 612: 4, average value: 3.25
tw 613: 3, average value: 3.0
tw 614: 3, average value: 4.0
tw 615: 4, average value: 3.5
tw 616: 3, average value: 3.3333333333333335
tw 617: 3, average value: 2.0
tw 618: 4, average value: 4.75
tw 619: 4, average value: 4.75
tw 620: 4, average value: 5.5
tw 621: 4, average value: 4.25
tw 622: 4, average value: 3.5
tw 623: 2, average value: 5.5
tw 624: 1, average value: 3.0
tw 625: 4, average value: 4.75
tw 626: 2, average value: 3.5
tw 627: 3, average value: 3.0
tw 628: 3, average value: 4.0
tw 629: 3, average value: 4.333333333333333
tw 630: 1, average value: 2.0
tw 631: 1, average value: 2.0
tw 632: 4, average value: 3.25
tw 633: 3, average value: 3.3333333333333335
tw 634: 2, average value: 5.0
tw 635: 4, average value: 5.25
tw 636: 4, average value: 4.25
tw 637: 3, average value: 2.3333333333333335
tw 638: 4, average value: 3.0
tw 639: 3, average value: 3.0
tw 640: 3, average value: 5.666666666666667
tw 641: 3, average value: 5.333333333333333
tw 642: 5, average value: 3.4
tw 643: 4, average value: 4.5
tw 644: 4, average value: 4.5
tw 645: 3, average value: 6.333333333333333
tw 646: 5, average value: 4.2
tw 647: 3, average value: 4.666666666666667
tw 648: 2, average value: 5.0
tw 649: 4, average value: 4.0
tw 650: 3, average value: 4.333333333333333
tw 651: 2, average value: 3.0
tw 652: 2, average value: 2.5
tw 653: 2, average value: 2.0
tw 654: 3, average value: 2.6666666666666665
tw 655: 2, average value: 2.0
tw 656: 2, average value: 6.5
tw 657: 1, average value: 3.0
tw 658: 3, average value: 4.0
tw 659: 2, average value: 2.5
tw 660: 2, average value: 3.5
tw 661: 3, average value: 4.0
tw 662: 3, average value: 2.6666666666666665
tw 663: 4, average value: 3.0
tw 664: 3, average value: 3.0
tw 665: 3, average value: 3.3333333333333335
tw 666: 2, average value: 2.0
tw 667: 4, average value: 3.0
tw 668: 2, average value: 4.5
tw 669: 1, average value: 5.0
tw 670: 1, average value: 5.0
tw 671: 1, average value: 4.0
tw 672: 1, average value: 6.0
tw 673: 1, average value: 2.0
tw 674: 4, average value: 2.75
tw 675: 5, average value: 3.6
tw 676: 1, average value: 2.0
tw 677: 1, average value: 9.0
tw 678: 1, average value: 3.0
tw 679: 3, average value: 3.0
tw 680: 3, average value: 2.3333333333333335
tw 681: 3, average value: 2.0
tw 682: 4, average value: 3.0
tw 683: 3, average value: 2.3333333333333335
tw 684: 4, average value: 4.0
tw 685: 3, average value: 4.0
tw 686: 2, average value: 3.0
tw 687: 1, average value: 2.0
tw 688: 3, average value: 2.3333333333333335
tw 689: 5, average value: 3.8
tw 690: 3, average value: 3.3333333333333335
tw 691: 2, average value: 4.5
tw 692: 4, average value: 3.5
tw 693: 3, average value: 3.0
tw 694: 2, average value: 2.5
tw 695: 3, average value: 3.6666666666666665
tw 696: 4, average value: 5.75
tw 697: 2, average value: 3.5
tw 698: 5, average value: 4.2
tw 699: 4, average value: 2.5
tw 700: 3, average value: 3.6666666666666665
tw 701: 5, average value: 3.2
tw 702: 2, average value: 4.5
tw 703: 4, average value: 2.75
tw 704: 4, average value: 5.0
tw 705: 4, average value: 3.5
tw 706: 3, average value: 4.333333333333333
tw 707: 3, average value: 2.3333333333333335
tw 708: 2, average value: 3.5
tw 709: 5, average value: 4.4
tw 710: 5, average value: 4.0
tw 711: 3, average value: 2.6666666666666665
tw 712: 5, average value: 3.2
tw 713: 2, average value: 2.5
tw 714: 1, average value: 2.0
tw 715: 2, average value: 2.0
tw 716: 3, average value: 2.3333333333333335
tw 717: 2, average value: 2.5
tw 718: 2, average value: 2.0
tw 719: 3, average value: 3.0
tw 720: 3, average value: 2.0
tw 721: 2, average value: 2.0
tw 722: 2, average value: 2.5
tw 723: 3, average value: 3.0
tw 724: 2, average value: 3.0
tw 725: 5, average value: 3.8
tw 726: 2, average value: 4.5
tw 727: 0, average value: 0
tw 728: 1, average value: 3.0
tw 729: 1, average value: 2.0
tw 730: 1, average value: 2.0
tw 731: 2, average value: 2.5
tw 732: 4, average value: 3.25
tw 733: 0, average value: 0
tw 734: 3, average value: 4.0
tw 735: 3, average value: 2.3333333333333335
tw 736: 2, average value: 4.0
tw 737: 1, average value: 6.0
tw 738: 2, average value: 2.5
tw 739: 1, average value: 3.0
tw 740: 2, average value: 3.5
tw 741: 2, average value: 2.5
tw 742: 1, average value: 2.0
tw 743: 0, average value: 0
tw 744: 4, average value: 3.0
tw 745: 4, average value: 2.5
tw 746: 5, average value: 3.0
tw 747: 3, average value: 2.0
tw 748: 2, average value: 3.5
tw 749: 3, average value: 3.0
tw 750: 3, average value: 3.0
tw 751: 5, average value: 3.8
tw 752: 3, average value: 3.3333333333333335
tw 753: 4, average value: 4.5
tw 754: 3, average value: 4.333333333333333
tw 755: 2, average value: 3.0
tw 756: 2, average value: 2.0
tw 757: 4, average value: 2.5
tw 758: 1, average value: 2.0
tw 759: 3, average value: 2.6666666666666665
tw 760: 3, average value: 4.0
tw 761: 1, average value: 2.0
tw 762: 3, average value: 2.3333333333333335
tw 763: 3, average value: 2.6666666666666665
tw 764: 1, average value: 2.0
tw 765: 4, average value: 2.0
tw 766: 4, average value: 2.0
tw 767: 5, average value: 3.2
tw 768: 3, average value: 4.0
tw 769: 4, average value: 3.25
tw 770: 3, average value: 2.0
tw 771: 1, average value: 3.0
tw 772: 4, average value: 4.25
tw 773: 3, average value: 3.0
tw 774: 3, average value: 2.6666666666666665
tw 775: 2, average value: 2.5
tw 776: 4, average value: 3.0
tw 777: 3, average value: 3.0
tw 778: 3, average value: 5.0
tw 779: 3, average value: 2.6666666666666665
tw 780: 4, average value: 2.75
tw 781: 2, average value: 4.0
tw 782: 2, average value: 2.0
tw 783: 1, average value: 2.0
tw 784: 2, average value: 2.5
tw 785: 3, average value: 2.6666666666666665
tw 786: 3, average value: 3.0
tw 787: 3, average value: 3.3333333333333335
tw 788: 4, average value: 3.5
tw 789: 3, average value: 3.3333333333333335
tw 790: 3, average value: 2.3333333333333335
tw 791: 3, average value: 3.6666666666666665
tw 792: 3, average value: 4.0
tw 793: 4, average value: 3.0
tw 794: 4, average value: 3.0
tw 795: 3, average value: 4.333333333333333
tw 796: 4, average value: 3.25
tw 797: 1, average value: 6.0
tw 798: 3, average value: 4.333333333333333
tw 799: 4, average value: 3.25
tw 800: 4, average value: 4.5
tw 801: 4, average value: 5.5
tw 802: 5, average value: 4.2
tw 803: 3, average value: 4.0
tw 804: 4, average value: 3.0
tw 805: 2, average value: 4.0
tw 806: 5, average value: 3.6
tw 807: 3, average value: 3.0
tw 808: 4, average value: 3.75
tw 809: 4, average value: 3.0
tw 810: 1, average value: 3.0
tw 811: 3, average value: 4.0
tw 812: 2, average value: 3.5
tw 813: 2, average value: 3.0
tw 814: 2, average value: 4.5
tw 815: 3, average value: 4.666666666666667
tw 816: 4, average value: 3.25
tw 817: 3, average value: 5.0
tw 818: 2, average value: 3.5
tw 819: 2, average value: 4.0
tw 820: 2, average value: 4.0
tw 821: 1, average value: 2.0
tw 822: 2, average value: 2.0
tw 823: 3, average value: 2.6666666666666665
tw 824: 2, average value: 2.5
tw 825: 2, average value: 5.0
tw 826: 3, average value: 3.3333333333333335
tw 827: 2, average value: 3.5
tw 828: 3, average value: 2.3333333333333335
tw 829: 3, average value: 4.0
tw 830: 2, average value: 3.0
tw 831: 3, average value: 2.6666666666666665
tw 832: 2, average value: 4.5
tw 833: 4, average value: 3.25
tw 834: 2, average value: 3.0
tw 835: 5, average value: 4.8
tw 836: 5, average value: 3.6
tw 837: 3, average value: 6.0
tw 838: 5, average value: 3.0
tw 839: 2, average value: 6.0
tw 840: 3, average value: 3.6666666666666665
tw 841: 5, average value: 4.4
tw 842: 3, average value: 5.666666666666667
tw 843: 5, average value: 5.4
tw 844: 5, average value: 4.4
tw 845: 4, average value: 3.75
tw 846: 4, average value: 3.5
tw 847: 1, average value: 6.0
tw 848: 5, average value: 3.2
tw 849: 4, average value: 3.25
tw 850: 3, average value: 3.3333333333333335
tw 851: 3, average value: 3.6666666666666665
tw 852: 2, average value: 2.0
tw 853: 1, average value: 2.0
tw 854: 2, average value: 3.5
tw 855: 2, average value: 2.5
tw 856: 2, average value: 2.0
tw 857: 4, average value: 2.75
tw 858: 4, average value: 2.5
tw 859: 2, average value: 2.0
